ID_cannot_be_submitted,attribute,value_de_DE,value_cs_CZ,value_en_US,value_sk_SK,value_pl_pl,value_fr_fr,value_it_it,multilanguage,title_de_DE
1369741,hazard_statements,EUH066 Wiederholter Kontakt kann zu spröder oder rissiger Haut führen.,EUH066 Opakovaná expozice může způsobit vysušení nebo popraskání kůže.,EUH066 Repeated exposure may cause skin dryness or cracking.,EUH066 Opakovaná expozícia môže spôsobit’ vysušenie alebo popraskanie pokožky.,EUH 066: Powtarzające się narażenie może powodować wysuszanie lub pękanie skóry.,EUH066 L’exposition répétée peut provoquer dessèchement ou gerçures de la peau.,EUH066 L'esposizione ripetuta può causare secchezza o screpolature della pelle.,1,Gefahrenhinweise
1369929,hazard_statements,H410 Sehr giftig für Wasserorganismen mit langfristiger Wirkung.,H410 Vysoce toxický pro vodní organismy s dlouhodobými účinky.,H410 Very toxic to aquatic life with long-lasting effects.,"H410 Veľmi toxický pre vodné organizmy, s dlhodobými účinkami.","H410: Działa bardzo toksycznie na organizmy wodne, powodując długotrwałe skutki.","H410 Très toxique pour les organismes aquatiques, entraîne des effets à long terme.",H410 Molto tossico per gli organismi acquatici con effetti di lunga durata.,1,Gefahrenhinweise
1369878,hazard_statements,H312 Gesundheitsschädlich bei Hautkontakt.,H312 Zdraví škodlivý při styku s kůží.,H312 Harmful in contact with skin.,H312 Škodlivý pri kontakte s pokožkou.,H312: Działa szkodliwie w kontakcie ze skórą.,H312 Nocif par contact cutané.,H312 Nocivo a contatto con la pelle.,1,Gefahrenhinweise
1369933,hazard_statements,H420 Schädigt die öffentliche Gesundheit und die Umwelt durch Ozonabbau in der äußeren Atmosphäre,"H420 Poškozuje veřejné zdraví a životní prostředí tím, že ničí ozon ve svrchních vrstvách atmosféry",H420 Harms public health and the environment by destroying ozone in the upper atmosphere,"H420 Poškodzuje verejné zdravie a životné prostredie tým, že ničí ozón vo vrchných vrstvách atmosféry.",H420: Działa szkodliwie na zdrowie publiczne i środowisko poprzez niszczące oddziaływanie na ozon w górnej warstwie atmosfery.,H420 Nuit à la santé publique et à l’environnement en détruisant l’ozone dans la haute atmosphère.,H420 Nuoce alla salute pubblica e all'ambiente distruggendo l’ozono dello strato superiore dell’atmosfera,1,Gefahrenhinweise
1369908,hazard_statements,H350 Kann Krebs erzeugen.,H350 Může vyvolat rakovinu.,H350 May cause cancer.,H350 Môže spôsobiť rakovinu.,H350: Może powodować raka.,H350 Peut provoquer le cancer.,H350 Può provocare il cancro.,1,Gefahrenhinweise
1369915,hazard_statements,H360FD Kann die Fruchtbarkeit beeinträchtigen. Kann das Kind im Mutterleib schädigen.,H360FD Může poškodit reprodukční schopnost. Může poškodit plod v těle matky.,H360FD May damage fertility. May damage the unborn child.,H360Fd Môže poškodiť plodnosť. Môže poškodiť nenarodené dieťa.,H360FD: Może działać szkodliwie na płodność. Może działać szkodliwie na dziecko w łonie matki.,H360FD Peut nuire à la fertilité. Peut nuire au fœtus.,H360FD Può nuocere alla fertilità. Può nuocere al feto.,1,Gefahrenhinweise
1369875,hazard_statements,H310 + H330 Lebensgefahr bei Hautkontakt oder Einatmen,H310 + H330 Při styku s kůží nebo při vdechování může způsobit smrt,H310 + H330 Fatal in contact with skin or if inhaled,"H310 + H330 Pri požití, pri styku s kožou alebo pri vdýchnutí môže spôsobiť smrť.",H310 + H330: Grozi śmiercią w kontakcie ze skórą lub w następstwie wdychania.,H310 + H330 Mortel en cas de contact cutané ou d’inhalation.,H310 + H330 Mortale in caso di ingestione o a contatto con la pelle,1,Gefahrenhinweise
1369780,hazard_statements,"H201 Explosiv, Gefahr der Massenexplosion.",H201 Výbušnina; nebezpečí masivního výbuchu.,H201 Explosive; mass explosion hazard,"H201 Výbušnina, nebezpečenstvo rozsiahleho výbuchu.",H201: Materiał wybuchowy; zagrożenie wybuchem masowym.,H201 Explosif : danger d’explosion en masse.,"H201 Esplosivo, pericolo di esplosione di massa.",1,Gefahrenhinweise
1369928,hazard_statements,H402 Schädlich für Wasserorganismen.,H402 Škodlivý pro vodní organismy.,H402 Harmful to aquatic life.,H402 Škodlivý pre vodné organizmy.,H402: Działa szkodliwie na organizmy wodne.,H402 Nocif pour les organismes aquatiques.,H402 Nocivo per gli organismi acquatici.,1,Gefahrenhinweise
1453243,hazard_statements,H319 Verursacht schwere Augenreizung. Darf nicht in die Hände von Kindern gelangen. H336 Kann Schläfrigkeit und Benommenheit verursachen. H225 Flüssigkeit und Dampf leicht entzündbar.,H319 Způsobuje vážné podráždění očí. Uchovávejte mimo dosah dětí. H336 Může způsobit ospalost a závratě. H225 Vysoce hořlavá kapalina a páry.,H319 Causes serious eye irritation. Keep out of the reach of children. H336 May cause drowsiness or dizziness. H225 Highly flammable liquid and vapour.,H319 Spôsobuje vážne podráždenie očí. Uchovávajte mimo dosahu detí. H336 Môže spôsobiť ospalosť alebo závraty. H225 Veľmi horľavá kvapalina a pary.,H319: Działa drażniąco na oczy. Chronić przed dziećmi. H336: Może wywoływać uczucie senności lub zawroty głowy. H225: Wysoce łatwopalna ciecz i pary.,H319 Provoque une sévère irritation des yeux. À conserver hors de portée des enfants. H336 Peut provoquer somnolence ou vertiges. H225 Liquide et vapeurs très inflammables.,H319 Provoca grave irritazione oculare. Tenere fuori dalla portata dei bambini. H336 Può provocare sonnolenza o vertigini. H225 Liquido e vapori altamente infiammabili.,1,Gefahrenhinweise
1369877,hazard_statements,H311 + H331 Giftig bei Hautkontakt oder Einatmen,H311 + H331 Toxický při styku s kůží a při vdechování,H311 + H331 Toxic in contact with skin or if inhaled,H311 + H331 Toxický pri styku s kožou alebo pri vdýchnutí.,H311 + H331: Działa toksycznie w kontakcie ze skórą lub w następstwie wdychania.,H311 + H331 Toxique par contact cutané ou par inhalation,H311 + H331 Tossico a contatto con la pelle o se inalato,1,Gefahrenhinweise
1369924,hazard_statements,H371 Kann die Organe schädigen.,H371 Může způsobit poškození orgánů.,H371 May cause damage to organs.,H371 Môže spôsobiť poškodenie orgánov.,H371: Może powodować uszkodzenie narządów.,H371 Risque présumé d’effets graves pour les organes.,H371 Può provocare danni agli organi.,1,Gefahrenhinweise
1369861,hazard_statements,H302 + H332 Gesundheitsschädlich bei Verschlucken oder Einatmen,H302 + H332 Zdraví škodlivý při požití a při vdechování.,H302 + H332 Harmful if swallowed or if inhaled,H302 + H332 Zdraviu škodlivý pri požití alebo vdýchnutí.,H302 + H332: Działa szkodliwie po połknięciu lub w następstwie wdychania.,H302 + H332 Nocif en cas d’ingestion ou par inhalation,H302 + H332 Nocivo se ingerito o inalato,1,Gefahrenhinweise
1369895,hazard_statements,H332 Gesundheitsschädlich bei Einatmen.,H332 Zdraví škodlivý při vdechování.,H332 Harmful if inhaled.,H332 Škodlivý pri vdýchnutí.,H332: Działa szkodliwie w następstwie wdychania.,H332 Nocif par inhalation.,H332 Nocivo se inalato.,1,Gefahrenhinweise
1369746,hazard_statements,"EUH201 Enthält Blei. Nicht für den Anstrich von Gegenständen verwenden, die von Kindern gekaut oder gelutscht werden könnten.","EUH201 Obsahuje olovo. Nemá se používat na povrchy, které mohou okusovat nebo olizovat děti.",EUH201 Contains lead. Should not be used on surfaces liable to be chewed or sucked by children,"EUH201 Obsahuje olovo. Nepoužívajte na povrchy, ktoré by mohli žuť alebo oblizovať deti.","EUH 201: Zawiera ołów. Nie należy stosować na powierzchniach, które mogą być gryzione lub ssane przez dzieci.",EUH201 Contient du plomb. Ne pas utiliser sur les objets susceptibles d’être mâchés ou sucés par des enfants.,EUH201 Contiene piombo. Non utilizzare su oggetti che possono essere masticati o succhiati dai bambini.,1,Gefahrenhinweise
1369795,hazard_statements,H205 Gefahr der Massenexplosion bei Feuer.,H205 Při požáru může způsobit masivní výbuch.,H205 May mass explode in fire.,H205 Nebezpečenstvo rozsiahleho výbuchu pri požiari.,H205: Może wybuchać masowo w przypadku pożaru.,H205 Danger d’explosion en masse en cas d’incendie.,H205 Rischio di esplosione di massa in caso di incendio.,1,Gefahrenhinweise
1369852,hazard_statements,H302 Gesundheitsschädlich bei Verschlucken.,H302 Zdraví škodlivý při požití.,H302 Harmful if swallowed.,H302 Škodlivý po požití.,H302: Działa szkodliwie po połknięciu.,H302 Nocif en cas d’ingestion.,H302 Nocivo se ingerito.,1,Gefahrenhinweise
1369748,hazard_statements,EUH202 Cyanacrylat. Gefahr. Klebt innerhalb von Sekunden Haut und Augenlider zusammen. Darf nicht in die Hände von Kindern gelangen.,EUH202 Kyanoakrylát. Nebezpečí. Okamžitě slepuje kůži a oči. Uchovávejte mimo dosah dětí.,EUH202 Cyanoacrylate. Danger. Bonds skin and eyes in seconds. Keep out of the reach of children.,EUH202 Kyanoakrylát. Nebezpečenstvo. V priebehu niekoľkých sekúnd zlepí pokožku a oči. Uchovávajte mimo dosahu detí.,EUH 202: Cyjanoakrylany. Niebezpieczeństwo. Skleja skórę i powieki w ciągu kilku sekund. Chronić przed dziećmi.,EUH202 Cyanoacrylate. Danger. Colle à la peau et aux yeux en quelques secondes. À conserver hors de portée des enfants.,EUH202 Cianoacrilato. Pericolo. Incolla la pelle e le palpebre in pochi secondi. Tenere fuori dalla portata dei bambini.,1,Gefahrenhinweise
1431354,hazard_statements,P221 Vermischung mit brennbaren Stoffen unter allen Umständen vermeiden.,P221 Proveďte preventivní opatření proti smíchání s hořlavými materiály.,P221 Take any precaution to avoid mixing with combustibles,P221 Prijmite opatrenia na zabránenie zmiešania s horľavými materiálmi.,P221: Zastosować wszelkie środki ostrożności w celu uniknięcia mieszania z innymi materiałami zapalnymi.,P221 Prendre toutes précautions pour éviter de mélanger avec des matières combustibles.,P221 Evitare in qualsiasi caso la miscelazione con sostanze infiammabili.,1,Gefahrenhinweise
1369860,hazard_statements,"H302 + H312 + H332 Gesundheitsschädlich bei Verschlucken, Hautkontakt oder Einatmen","H302 + H312 + H332 Zdraví škodlivý při požití, při styku s kůží a při vdechování.","H302 + H312 + H332 Harmful if swallowed, in contact with skin or if inhaled","H302 + H312 + H332 Zdraviu škodlivý pri požití, styku s kožou alebo pri vdýchnutí.","H302 + H312 + H332: Działa szkodliwie po połknięciu, w kontakcie ze skórą lub w następstwie wdychania.","H302 + H312 + H332 Nocif en cas d’ingestion, de contact cutané ou d’inhalation.","H302 + H312 + H332 Nocivo se ingerito, a contatto con la pelle o inalato",1,Gefahrenhinweise
1369911,hazard_statements,H360 Kann die Fruchtbarkeit beeinträchtigen oder das Kind im Mutterleib schädigen.,H360 Může poškodit reprodukční schopnost nebo plod v těle matky.,H360 May damage fertility or the unborn child.,H360 Môže spôsobiť poškodenie plodnosti alebo nenarodeného dieťaťa.,H360: Może działać szkodliwie na płodność lub na dziecko w łonie matki.,H360 Peut nuire à la fertilité ou au fœtus.,H360 Può nuocere alla fertilità o al feto.,1,Gefahrenhinweise
1412363,hazard_statements,EUH 204 Enthält Isocyanate. Kann allergische Reaktionen hervorrufen,EUH 204 Obsahuje isokyanáty. Může vyvolat alergickou reakci.,EUH 204 Contains isocyanates. May produce an allergic reaction.,EUH204 Obsahuje izokyanáty. Môže vyvolať alergickú reakciu.,EUH 204: Zawiera izocyjaniany. Może powodować reakcje alergiczne.,EUH 204 Contient des isocyanates. Peut produire une réaction allergique.,EUH 204 Contiene isocianati. Può provocare reazioni allergiche,1,Gefahrenhinweise
1369869,hazard_statements,H303 + H333 Kann bei Verschlucken oder Einatmen gesundheitsschädlich sein.,H303 + H333 Může být zdraví škodlivý při požití nebo při vdechování.,H303 + H333 May be harmful if swallowed or if inhaled.,H303 + H333 Môže byť škodlivý po požití alebo pri vdýchnutí.,H303 + H333: Może działać szkodliwie po połknięciu lub w następstwie wdychania.,H303 + H333 Peut être nocif en cas d’ingestion ou d’inhalation.,H303 + H333 Può essere nocivo in caso di ingestione o inalazione.,1,Gefahrenhinweise
1378879,hazard_statements,Biozidprodukte vorsichtig verwenden. Vor Gebrauch stets Kennzeichnung und Produktinformationen lesen.,Biocidní produkty používejte s opatrností. Před použitím se seznamte s označením a informacemi o výrobku.,Use biocides safely. Always read the label and product information before use.,Biocídne výrobky používajte opatrne. Pred použitím si prečítajte etiketu a informácie o výrobku.,Produkty biobójcze należy stosować ostrożnie. Przed użyciem należy zawsze przeczytać etykietę i informacje o produkcie.,"Utilisez les produits biocides avec précaution. Avant toute utilisation, lisez l’étiquette et les informations concernant le produit.",Usare i biocidi con cautela. Leggere sempre l'etichetta e le informazioni sul prodotto prima dell'uso.,1,Gefahrenhinweise
1369858,hazard_statements,H302 + H312 Gesundheitsschädlich bei Verschlucken oder Hautkontakt,H302 + H312 Zdraví škodlivý při požití a při styku s kůží.,H302 + H312 Harmful if swallowed or in contact with skin,H302 + H312 Zdraviu škodlivý pri požití alebo pri styku s kožou.,H302 + H312: Działa szkodliwie po połknięciu lub w kontakcie ze skórą.,H302 + H312 Nocif en cas d’ingestion ou par contact cutané,H302 + H312 Nocivo se ingerito o a contatto con la pelle,1,Gefahrenhinweise
1412365,hazard_statements,"EUH 206 Achtung! Nicht zusammen mit anderen Produkten verwenden, da gefährliche Gase (Chlor) freigesetzt werden können",EUH 206 Pozor! Nepoužívejte společně s jinými výrobky. Může uvolňovat nebezpečné plyny (chlor).,EUH 206 Warning! Do not use together with other products. May release dangerous gases (chlorine),EUH206 Pozor! Nepoužívajte spolu s inými výrobkami. Môžu uvoľňovať nebezpečné plyny (chlór).,EUH 206: Uwaga! Nie stosować razem z innymi produktami. Może wydzielać niebezpieczne gazy (chlor).,EUH 206 Attention ! Ne pas utiliser en combinaison avec d’autres produits. Peut libérer des gaz dangereux (chlore).,"EUH 206 Attenzione! Non utilizzare in combinazione con altri prodotti, poiché potrebbero essere rilasciati gas pericolosi (cloro)",1,Gefahrenhinweise
1369821,hazard_statements,H242 Erwärmung kann Brand verursachen.,H242 Zahřívání může způsobit požár.,H242 Heating may cause a fire.,H242 Zahrievanie môže spôsobiť požiar.,H242: Ogrzanie może spowodować pożar.,H242 Peut s’enflammer sous l’effet de la chaleur.,H242 Rischio di incendio per riscaldamento.,1,Gefahrenhinweise
1369903,hazard_statements,H340 Kann genetische Defekte verursachen.,H340 Může vyvolat genetické poškození.,H340 May cause genetic defects.,H340 Môže spôsobovať genetické poškodenie.,H340: Może powodować wady genetyczne.,H340 Peut induire des anomalies génétiques.,H340 Può provocare alterazioni genetiche.,1,Gefahrenhinweise
1369756,hazard_statements,"EUH206 Achtung! Nicht zusammen mit anderen Produkten verwenden, da gefährliche Gase (Chlor) freigesetzt werden können.",EUH206 Pozor! Nepoužívejte společně s jinými výrobky. Může uvolňovat nebezpečné plyny (chlor).,EUH206 Warning! Do not use together with other products. May release dangerous gases (chlorine).,EUH206 Pozor! Nepoužívajte spolu s inými výrobkami. Môžu uvoľňovať nebezpečné plyny (chlór).,EUH 206: Uwaga! Nie stosować razem z innymi produktami. Może wydzielać niebezpieczne gazy (chlor).,"EUH206 Attention ! Ne pas utiliser en combinaison avec d’autres produits, peut libérer des gaz dangereux (chlore).","EUH206 Attenzione! Non utilizzare in combinazione con altri prodotti, poiché potrebbero essere rilasciati gas pericolosi (cloro).",1,Gefahrenhinweise
1369826,hazard_statements,H252 In großen Mengen selbsterhitzungsfähig; kann in Brand geraten.,H252 Ve velkém množství se samovolně zahřívá; může se vznítit.,H252 Self-heating in large quantities; may catch fire.,H252 Vo veľkých množstvách sa samovoľne zahrieva; môže sa vznietiť.,H252: Substancja samonagrzewająca się w dużych ilościach; może się zapalić.,H252 Matière auto-échauffante en grandes quantités; peut s’enflammer.,H252 Autoriscaldante in grandi quantità; può infiammarsi.,1,Gefahrenhinweise
1412356,hazard_statements,EUH 044 Explosionsgefahr bei Erhitzen unter Einschluss,EUH 044 Nebezpečí výbuchu při zahřátí v uzavřeném obalu.,EUH 044 Risk of explosion if heated under confinement.,EUH044 Riziko výbuchu pri zahrievaní v uzavretom priestore.,EUH 044: Zagrożenie wybuchem po ogrzaniu w zamkniętym pojemniku.,EUH 044 Risque d’explosion si chauffé en ambiance confinée.,EUH 044 Pericolo di esplosione in caso di riscaldamento in ambiente confinato,1,Gefahrenhinweise
1369809,hazard_statements,H228 Entzündbarer Feststoff.,H228 Hořlavá tuhá látka.,H228 Flammable solid.,H228 Horľavá tuhá látka.,H228: Substancja stała łatwopalna.,H228 Solide inflammable.,H228 Solido infiammabile.,1,Gefahrenhinweise
1369868,hazard_statements,"H303 + H313 + H333 Kann bei Verschlucken, Hautkontakt oder Einatmen gesundheitsschädlich sein.","H303 + H313 + H333 Může být zdraví škodlivý při požití, při styku s kůží nebo při vdechování.","H303 + H313 + H333 May be harmful if swallowed, in contact with skin or if inhaled.","H303 + H313 + H333 Môže byť škodlivý po požití, pri kontakte s pokožkou alebo pri vdýchnutí.","H303 + H313 + H333: Może działać szkodliwie po połknięciu, w kontakcie ze skórą lub w następstwie wdychania.","H303 + H313 + H333 Peut être nocif en cas d’ingestion, de contact cutané ou d’inhalation.","H303 + H313 + H333 Può essere nocivo in caso di ingestione, contatto con la pelle o inalazione.",1,Gefahrenhinweise
1369894,hazard_statements,H331 Giftig bei Einatmen.,H331 Toxický při vdechování.,H331 Toxic if inhaled.,H331 Toxický pri vdýchnutí.,H331: Działa toksycznie w następstwie wdychania.,H331 Toxique par inhalation.,H331 Tossico se inalato.,1,Gefahrenhinweise
5395971,hazard_statements,"EUH208 - Enthält Reaktionsmasse aus 5-Chlor-2-methyl-4-isothiazolin-3-on [EG-Nr. 247-500-7] und 2- Methyl-2H-isothiazol-3-on [EG-Nr. 220-239-6] (3:1), 1,2-Benzisothiazol-3(2H)-on. Kann allergische Reaktionen hervorrufen.","EUH208 - Obsahuje reakční hmotu z 5-chlor-2-methyl-4-isothiazolin-3-onu [číslo ES 247-500-7] a 2-methyl-2H-isothiazol-3-onu [číslo ES 220-239-6] (3:1), 1,2-benzisothiazol-3(2H)-onu. Může vyvolat alergickou reakci.","EUH208 - Contains reaction mixture of 5-chloro-2-methyl-4-isothiazolin-3-one [EC No. 247-500-7] and 2-methyl-2H-isothiazol-3-one [EC No. 220-239-6] (3:1), 1,2-benzisothiazol-3(2H)-one. May induce allergic reactions.","EUH208 Obsahuje reakčnú zmes z 5-chlóro-2-metyl-4-izotiazolín-3-ónu [ES č. 247-500-7] a 2-metyl-2H-izotiazol-3-ónu [ES č. 220-239-6] (3:1), 1,2-benzizotiazol-3(2H)-ónu. Môže vyvolať alergickú reakciu.","EUH 208: Zawiera masę reakcyjną 5-chloro-2-metylo-4-izotiazolin-3-onu [nr WE. 247-500-7] i 2-metylo-2H-izotiazol-3-onu [nr WE. 220-239-6] (3:1), 1,2-benzizotiazol-3(2H)-onu. Może powodować reakcje alergiczne.","EUH208 - Contient une masse réactionnelle de 5-chloro-2-méthyl-4-isothiazolin-3-one [No CE 247-500-7] et de 2-methyl-2H-isothiazol-3-one [No CE 220-239-6] (3:1), 1,2-benzisothiazol-3(2H)-one. Peut produire une réaction allergique.","EUH208 - Contiene massa di reazione di 5-cloro-2-metil-4-isotiazolin-3-one [n. CE 247-500-7] e 2-metil-2H-isotiazol-3-one [n. CE 220-239-6] (3:1), 1,2-benzisotiazol-3(2H)-one. Può provocare reazioni allergiche.",1,Gefahrenhinweise
